query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	hmmsearch_pfam_domains
Pele_DN10170_c1_g3_i1	45351.EDO49692	1.52e-91	276.0	KOG0082@1|root,KOG0082@2759|Eukaryota,38C4P@33154|Opisthokonta,3BASG@33208|Metazoa	33208|Metazoa	DT	G-protein beta/gamma-subunit complex binding	GNAI3	GO:0000139,GO:0000166,GO:0000287,GO:0001664,GO:0001882,GO:0001883,GO:0001932,GO:0001934,GO:0001973,GO:0003008,GO:0003014,GO:0003674,GO:0003824,GO:0003924,GO:0005102,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005794,GO:0005813,GO:0005815,GO:0005829,GO:0005834,GO:0005856,GO:0005886,GO:0005938,GO:0006139,GO:0006163,GO:0006457,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006906,GO:0006996,GO:0007154,GO:0007165,GO:0007166,GO:0007186,GO:0007187,GO:0007188,GO:0007189,GO:0007193,GO:0007194,GO:0007212,GO:0007213,GO:0007214,GO:0007275,GO:0007346,GO:0007399,GO:0007417,GO:0007420,GO:0007584,GO:0008150,GO:0008152,GO:0008277,GO:0008283,GO:0008284,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009144,GO:0009150,GO:0009199,GO:0009205,GO:0009259,GO:0009605,GO:0009719,GO:0009725,GO:0009892,GO:0009893,GO:0009894,GO:0009896,GO:0009898,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010506,GO:0010508,GO:0010562,GO:0010563,GO:0010564,GO:0010604,GO:0010605,GO:0010646,GO:0010647,GO:0010648,GO:0010921,GO:0010923,GO:0010941,GO:0010959,GO:0012505,GO:0014070,GO:0015630,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0016239,GO:0016241,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0017157,GO:0017158,GO:0019001,GO:0019003,GO:0019220,GO:0019222,GO:0019637,GO:0019693,GO:0019897,GO:0019898,GO:0019904,GO:0019932,GO:0019933,GO:0019935,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030133,GO:0030141,GO:0030334,GO:0030335,GO:0030425,GO:0030496,GO:0031090,GO:0031234,GO:0031279,GO:0031280,GO:0031323,GO:0031324,GO:0031325,GO:0031329,GO:0031331,GO:0031399,GO:0031400,GO:0031401,GO:0031410,GO:0031667,GO:0031683,GO:0031821,GO:0031974,GO:0031981,GO:0031982,GO:0031984,GO:0032268,GO:0032269,GO:0032270,GO:0032501,GO:0032502,GO:0032515,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032794,GO:0032870,GO:0032879,GO:0032880,GO:0032886,GO:0032928,GO:0032930,GO:0032991,GO:0033043,GO:0033860,GO:0033864,GO:0033993,GO:0034641,GO:0035303,GO:0035304,GO:0035305,GO:0035308,GO:0035556,GO:0035587,GO:0035588,GO:0035639,GO:0035690,GO:0035809,GO:0035810,GO:0035813,GO:0035815,GO:0036094,GO:0036477,GO:0040012,GO:0040017,GO:0042127,GO:0042221,GO:0042278,GO:0042325,GO:0042327,GO:0042493,GO:0042588,GO:0042981,GO:0042995,GO:0043005,GO:0043066,GO:0043067,GO:0043069,GO:0043085,GO:0043086,GO:0043167,GO:0043168,GO:0043169,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043269,GO:0043408,GO:0043410,GO:0043434,GO:0043666,GO:0043949,GO:0043951,GO:0044057,GO:0044062,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044281,GO:0044297,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044430,GO:0044431,GO:0044444,GO:0044446,GO:0044448,GO:0044459,GO:0044463,GO:0044464,GO:0044877,GO:0045121,GO:0045744,GO:0045761,GO:0045920,GO:0045936,GO:0045937,GO:0045955,GO:0046039,GO:0046128,GO:0046483,GO:0046626,GO:0046628,GO:0046677,GO:0046872,GO:0048284,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048660,GO:0048661,GO:0048731,GO:0048856,GO:0050789,GO:0050790,GO:0050794,GO:0050804,GO:0050805,GO:0050878,GO:0050896,GO:0051046,GO:0051047,GO:0051048,GO:0051049,GO:0051050,GO:0051051,GO:0051128,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051248,GO:0051270,GO:0051272,GO:0051301,GO:0051336,GO:0051339,GO:0051341,GO:0051346,GO:0051350,GO:0051353,GO:0051493,GO:0051716,GO:0051726,GO:0051924,GO:0055086,GO:0060236,GO:0060255,GO:0060322,GO:0060341,GO:0060359,GO:0060548,GO:0060627,GO:0061024,GO:0061025,GO:0061478,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070372,GO:0070374,GO:0070382,GO:0070507,GO:0070887,GO:0071236,GO:0071242,GO:0071310,GO:0071396,GO:0071407,GO:0071495,GO:0071704,GO:0071840,GO:0071878,GO:0071944,GO:0072521,GO:0080090,GO:0090174,GO:0090224,GO:0090322,GO:0095500,GO:0097159,GO:0097305,GO:0097306,GO:0097367,GO:0097447,GO:0097458,GO:0097708,GO:0098552,GO:0098562,GO:0098588,GO:0098589,GO:0098791,GO:0098796,GO:0098797,GO:0098801,GO:0098805,GO:0098857,GO:0099177,GO:0099503,GO:0099568,GO:0099738,GO:0106070,GO:0106072,GO:0120025,GO:0120038,GO:0140192,GO:0140199,GO:1900076,GO:1900078,GO:1901068,GO:1901135,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901652,GO:1901654,GO:1901655,GO:1901657,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902494,GO:1902531,GO:1902532,GO:1902533,GO:1903305,GO:1903306,GO:1903530,GO:1903531,GO:1903613,GO:1903614,GO:1903827,GO:1903829,GO:1903831,GO:1904321,GO:1904322,GO:1904375,GO:1904377,GO:1904705,GO:1904707,GO:1904776,GO:1904778,GO:1905144,GO:1905145,GO:1905360,GO:2000145,GO:2000147,GO:2000177,GO:2000179,GO:2000377,GO:2000379,GO:2001233,GO:2001234	-	ko:K04534,ko:K04630	ko04015,ko04022,ko04024,ko04062,ko04071,ko04261,ko04360,ko04371,ko04540,ko04611,ko04670,ko04713,ko04723,ko04724,ko04725,ko04726,ko04727,ko04728,ko04730,ko04914,ko04915,ko04916,ko04921,ko04923,ko04924,ko04926,ko04934,ko04971,ko05012,ko05030,ko05032,ko05034,ko05133,ko05142,ko05145,ko05200,map04015,map04022,map04024,map04062,map04071,map04261,map04360,map04371,map04540,map04611,map04670,map04713,map04723,map04724,map04725,map04726,map04727,map04728,map04730,map04914,map04915,map04916,map04921,map04923,map04924,map04926,map04934,map04971,map05012,map05030,map05032,map05034,map05133,map05142,map05145,map05200	M00695	-	-	ko00000,ko00001,ko00002,ko04031,ko04147	-	-	-	G-alpha	G-alpha
Pele_DN101738_c0_g1_i1	10224.XP_002733861.1	4.88e-69	228.0	COG1505@1|root,KOG2237@2759|Eukaryota,38DGX@33154|Opisthokonta,3BADV@33208|Metazoa,3CXQ9@33213|Bilateria	33208|Metazoa	O	serine-type exopeptidase activity	PREP	GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0016788,GO:0017171,GO:0019538,GO:0033218,GO:0042277,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0052689,GO:0070011,GO:0071704,GO:0140096,GO:1901564	3.4.21.26	ko:K01322	ko04614,map04614	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_S9_N	Peptidase_S9_N
Pele_DN10173_c0_g1_i1	6669.EFX81404	3.68e-49	171.0	KOG3088@1|root,KOG3088@2759|Eukaryota,38DFA@33154|Opisthokonta,3BA3I@33208|Metazoa,3CUIA@33213|Bilateria,41UAW@6656|Arthropoda	33208|Metazoa	U	Secretory carrier-associated membrane protein	SCAMP2	GO:0000139,GO:0001101,GO:0001505,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003008,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005886,GO:0006810,GO:0006836,GO:0006886,GO:0006887,GO:0006892,GO:0006897,GO:0006955,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0007274,GO:0007610,GO:0007611,GO:0007613,GO:0007616,GO:0008021,GO:0008104,GO:0008150,GO:0009987,GO:0010008,GO:0010033,GO:0012505,GO:0012506,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0016079,GO:0016192,GO:0017156,GO:0019899,GO:0019904,GO:0023052,GO:0023061,GO:0030133,GO:0030135,GO:0030136,GO:0030141,GO:0030424,GO:0030658,GO:0030659,GO:0030667,GO:0030672,GO:0031090,GO:0031224,GO:0031410,GO:0031625,GO:0031982,GO:0031984,GO:0032501,GO:0032526,GO:0032588,GO:0032940,GO:0033036,GO:0033267,GO:0033993,GO:0034613,GO:0035579,GO:0036230,GO:0042119,GO:0042221,GO:0042581,GO:0042588,GO:0042589,GO:0042886,GO:0042995,GO:0043005,GO:0043195,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043299,GO:0043312,GO:0043679,GO:0044306,GO:0044389,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0045055,GO:0045184,GO:0045202,GO:0045321,GO:0046903,GO:0046907,GO:0048193,GO:0048489,GO:0050877,GO:0050890,GO:0050896,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0055037,GO:0055038,GO:0065007,GO:0065008,GO:0070382,GO:0070727,GO:0071702,GO:0071705,GO:0071944,GO:0097458,GO:0097479,GO:0097480,GO:0097708,GO:0098588,GO:0098657,GO:0098791,GO:0098793,GO:0098805,GO:0098916,GO:0099003,GO:0099501,GO:0099503,GO:0099504,GO:0099536,GO:0099537,GO:0099643,GO:0120025,GO:0120038,GO:0150034,GO:1901700	-	ko:K19995	-	-	-	-	ko00000,ko04131	-	-	-	SCAMP	SCAMP
Pele_DN10173_c0_g1_i12	6669.EFX81404	3.68e-49	171.0	KOG3088@1|root,KOG3088@2759|Eukaryota,38DFA@33154|Opisthokonta,3BA3I@33208|Metazoa,3CUIA@33213|Bilateria,41UAW@6656|Arthropoda	33208|Metazoa	U	Secretory carrier-associated membrane protein	SCAMP2	GO:0000139,GO:0001101,GO:0001505,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003008,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005886,GO:0006810,GO:0006836,GO:0006886,GO:0006887,GO:0006892,GO:0006897,GO:0006955,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0007274,GO:0007610,GO:0007611,GO:0007613,GO:0007616,GO:0008021,GO:0008104,GO:0008150,GO:0009987,GO:0010008,GO:0010033,GO:0012505,GO:0012506,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0016079,GO:0016192,GO:0017156,GO:0019899,GO:0019904,GO:0023052,GO:0023061,GO:0030133,GO:0030135,GO:0030136,GO:0030141,GO:0030424,GO:0030658,GO:0030659,GO:0030667,GO:0030672,GO:0031090,GO:0031224,GO:0031410,GO:0031625,GO:0031982,GO:0031984,GO:0032501,GO:0032526,GO:0032588,GO:0032940,GO:0033036,GO:0033267,GO:0033993,GO:0034613,GO:0035579,GO:0036230,GO:0042119,GO:0042221,GO:0042581,GO:0042588,GO:0042589,GO:0042886,GO:0042995,GO:0043005,GO:0043195,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043299,GO:0043312,GO:0043679,GO:0044306,GO:0044389,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0045055,GO:0045184,GO:0045202,GO:0045321,GO:0046903,GO:0046907,GO:0048193,GO:0048489,GO:0050877,GO:0050890,GO:0050896,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0055037,GO:0055038,GO:0065007,GO:0065008,GO:0070382,GO:0070727,GO:0071702,GO:0071705,GO:0071944,GO:0097458,GO:0097479,GO:0097480,GO:0097708,GO:0098588,GO:0098657,GO:0098791,GO:0098793,GO:0098805,GO:0098916,GO:0099003,GO:0099501,GO:0099503,GO:0099504,GO:0099536,GO:0099537,GO:0099643,GO:0120025,GO:0120038,GO:0150034,GO:1901700	-	ko:K19995	-	-	-	-	ko00000,ko04131	-	-	-	SCAMP	SCAMP
Pele_DN1017_c0_g1_i1	7739.XP_002611720.1	5.4400000000000004e-133	386.0	COG1741@1|root,2QQ5A@2759|Eukaryota,38DR2@33154|Opisthokonta,3BEZ1@33208|Metazoa,3CT4A@33213|Bilateria,481P7@7711|Chordata	33208|Metazoa	S	quercetin 2,3-dioxygenase activity	PIR	GO:0002376,GO:0002520,GO:0002521,GO:0002573,GO:0003674,GO:0003712,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006366,GO:0006725,GO:0006807,GO:0007275,GO:0007586,GO:0008127,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010556,GO:0016070,GO:0016491,GO:0016701,GO:0016702,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0030097,GO:0030099,GO:0030154,GO:0030224,GO:0031323,GO:0031326,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0046872,GO:0048513,GO:0048534,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051213,GO:0051252,GO:0055114,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901576,GO:1903131,GO:1903506,GO:2001141	-	ko:K06911	-	-	-	-	ko00000	-	-	-	Pirin,Pirin_C	Pirin, Pirin_C
Pele_DN101801_c0_g2_i3	7994.ENSAMXP00000007147	1.35e-98	304.0	COG0430@1|root,KOG3980@2759|Eukaryota,38EIW@33154|Opisthokonta,3BBGZ@33208|Metazoa,3CRCU@33213|Bilateria,480IW@7711|Chordata,48Y0X@7742|Vertebrata,49Y4K@7898|Actinopterygii	33208|Metazoa	A	RNA terminal phosphate cyclase-like 1	RCL1	GO:0000447,GO:0000460,GO:0000462,GO:0000466,GO:0000469,GO:0000478,GO:0000479,GO:0000480,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0022613,GO:0030490,GO:0031974,GO:0031981,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042274,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360	-	ko:K11108	ko03008,map03008	-	-	-	ko00000,ko00001,ko03009	-	-	-	RTC,RTC_insert	RTC, RTC_insert
Pele_DN10186_c0_g1_i2	126957.SMAR010371-PA	3.73e-165	497.0	COG1073@1|root,KOG4265@1|root,KOG4265@2759|Eukaryota,KOG4391@2759|Eukaryota,38DID@33154|Opisthokonta,3BEAU@33208|Metazoa,3CRID@33213|Bilateria,41Y7E@6656|Arthropoda	33208|Metazoa	O	Zinc ion binding	RNF157	GO:0000209,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005768,GO:0005769,GO:0005829,GO:0005886,GO:0006464,GO:0006513,GO:0006807,GO:0006810,GO:0007034,GO:0007041,GO:0008104,GO:0008150,GO:0008152,GO:0008270,GO:0008277,GO:0008333,GO:0008589,GO:0009966,GO:0009968,GO:0009987,GO:0010646,GO:0010648,GO:0012505,GO:0016020,GO:0016192,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0023051,GO:0023057,GO:0031410,GO:0031982,GO:0032446,GO:0033036,GO:0034613,GO:0036211,GO:0040027,GO:0040028,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043949,GO:0043951,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045744,GO:0045879,GO:0046872,GO:0046907,GO:0046914,GO:0048519,GO:0048523,GO:0048580,GO:0048581,GO:0048583,GO:0048585,GO:0050789,GO:0050793,GO:0050794,GO:0051093,GO:0051179,GO:0051234,GO:0051239,GO:0051241,GO:0051641,GO:0051649,GO:0061062,GO:0061064,GO:0061630,GO:0061659,GO:0065007,GO:0070647,GO:0070727,GO:0071704,GO:0071944,GO:0072657,GO:0097708,GO:0140096,GO:1901564,GO:1902531,GO:1902532,GO:1903361,GO:1990778,GO:2000026	2.3.2.27	ko:K07195,ko:K10604	ko04120,ko04910,map04120,map04910	-	-	-	ko00000,ko00001,ko01000,ko03036,ko04121,ko04131	-	-	-	zf-C3HC4_3	Prok-RING_4, zf-C3HC4_3, zf-RING_2
Pele_DN1018_c0_g1_i4	6500.XP_005092485.1	2.1e-82	254.0	COG1428@1|root,KOG4235@2759|Eukaryota,38FI8@33154|Opisthokonta,3BABN@33208|Metazoa,3CZXP@33213|Bilateria	33208|Metazoa	F	thymidine kinase 2, mitochondrial	-	-	2.7.1.145,2.7.1.21	ko:K00857,ko:K05961	ko00240,ko00983,ko01100,map00240,map00983,map01100	-	R01567,R02099,R08233	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	dNK	AAA_18, AAA_33, dNK
Pele_DN10191_c0_g1_i43	27679.XP_010336484.1	2.3599999999999998e-147	462.0	KOG4436@1|root,KOG4436@2759|Eukaryota,38CX3@33154|Opisthokonta,3B9N2@33208|Metazoa,3CWFB@33213|Bilateria,485GQ@7711|Chordata,493E1@7742|Vertebrata,3JD2R@40674|Mammalia,35GC1@314146|Euarchontoglires,4MA7B@9443|Primates	33208|Metazoa	S	TBC1 (tre-2 USP6, BUB2, cdc16) domain family, member 1	TBC1D1	GO:0003674,GO:0005096,GO:0005102,GO:0005178,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005829,GO:0006810,GO:0006886,GO:0007155,GO:0008047,GO:0008104,GO:0008150,GO:0009986,GO:0009987,GO:0012505,GO:0015031,GO:0015833,GO:0016043,GO:0017016,GO:0017137,GO:0019899,GO:0022610,GO:0030234,GO:0030695,GO:0031267,GO:0031338,GO:0032879,GO:0032880,GO:0033036,GO:0033043,GO:0033627,GO:0034613,GO:0042886,GO:0043085,GO:0043087,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043547,GO:0044093,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0045184,GO:0046907,GO:0050789,GO:0050790,GO:0050794,GO:0050839,GO:0051020,GO:0051049,GO:0051128,GO:0051179,GO:0051234,GO:0051336,GO:0051345,GO:0051641,GO:0051649,GO:0060589,GO:0060627,GO:0061024,GO:0065007,GO:0065009,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0090630,GO:0098772	-	ko:K17902,ko:K18341	ko04152,ko04919,ko04931,map04152,map04919,map04931	-	-	-	ko00000,ko00001,ko04131	-	-	-	RabGAP-TBC	RabGAP-TBC
Pele_DN10196_c0_g1_i2	29176.XP_003880534.1	4.2400000000000004e-173	508.0	COG5256@1|root,KOG0459@2759|Eukaryota,3Y9KJ@5794|Apicomplexa,3YJ5F@5796|Coccidia,3YSZU@5809|Sarcocystidae	5794|Apicomplexa	J	Elongation factor Tu C-terminal domain	-	GO:0000166,GO:0000287,GO:0001882,GO:0001883,GO:0002181,GO:0002184,GO:0003674,GO:0003824,GO:0003924,GO:0005085,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0008022,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0018444,GO:0019001,GO:0019003,GO:0019538,GO:0019899,GO:0022411,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032984,GO:0032991,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0051020,GO:0065007,GO:0065009,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:0098772,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576	-	ko:K03267	ko03015,map03015	-	-	-	ko00000,ko00001,ko03012,ko03019	-	-	-	GTP_EFTU,GTP_EFTU_D3	GTP_EFTU, GTP_EFTU_D2, GTP_EFTU_D3
Pele_DN101_c1_g1_i11	8090.ENSORLP00000019465	5.19e-39	137.0	KOG1075@1|root,KOG1075@2759|Eukaryota,39Y6T@33154|Opisthokonta,3BEGN@33208|Metazoa,3CZ7K@33213|Bilateria,48DPU@7711|Chordata,49ADZ@7742|Vertebrata,4A4QB@7898|Actinopterygii	33208|Metazoa	S	Ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	-	
Pele_DN10204_c0_g1_i15	6412.HelroP111180	6.83e-160	458.0	KOG0283@1|root,KOG0283@2759|Eukaryota,38EG2@33154|Opisthokonta,3BDGI@33208|Metazoa,3CRHX@33213|Bilateria	33208|Metazoa	CE	Rab GTPase binding	WDR44	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005829,GO:0005856,GO:0005874,GO:0008150,GO:0010008,GO:0012505,GO:0015630,GO:0016020,GO:0017016,GO:0017137,GO:0019899,GO:0030334,GO:0031090,GO:0031267,GO:0031410,GO:0031982,GO:0031984,GO:0032879,GO:0040012,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044431,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0048471,GO:0050789,GO:0050794,GO:0051020,GO:0051270,GO:0065007,GO:0097708,GO:0098588,GO:0098791,GO:0098805,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:2000145	-	ko:K20241	-	-	-	-	ko00000,ko04131	-	-	-	WD40	NBCH_WD40, WD40
Pele_DN10204_c0_g1_i3	6412.HelroP111180	6.2400000000000006e-192	541.0	KOG0283@1|root,KOG0283@2759|Eukaryota,38EG2@33154|Opisthokonta,3BDGI@33208|Metazoa,3CRHX@33213|Bilateria	33208|Metazoa	CE	Rab GTPase binding	WDR44	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005829,GO:0005856,GO:0005874,GO:0008150,GO:0010008,GO:0012505,GO:0015630,GO:0016020,GO:0017016,GO:0017137,GO:0019899,GO:0030334,GO:0031090,GO:0031267,GO:0031410,GO:0031982,GO:0031984,GO:0032879,GO:0040012,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044431,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0048471,GO:0050789,GO:0050794,GO:0051020,GO:0051270,GO:0065007,GO:0097708,GO:0098588,GO:0098791,GO:0098805,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:2000145	-	ko:K20241	-	-	-	-	ko00000,ko04131	-	-	-	WD40	ANAPC4_WD40, NBCH_WD40, WD40
Pele_DN1020_c0_g2_i12	5932.XP_004039041.1	2.66e-59	195.0	COG4870@1|root,KOG1543@2759|Eukaryota,3ZCVT@5878|Ciliophora	5878|Ciliophora	O	Cathepsin propeptide inhibitor domain (I29)	-	-	3.4.22.15	ko:K01365	ko04140,ko04142,ko04145,ko04210,ko04612,ko05205,ko05323,ko05418,map04140,map04142,map04145,map04210,map04612,map05205,map05323,map05418	-	-	-	ko00000,ko00001,ko00537,ko01000,ko01002,ko03110	-	-	-	Peptidase_C1	Peptidase_C1
Pele_DN1020_c0_g2_i2	5932.XP_004039041.1	1.47e-69	222.0	COG4870@1|root,KOG1543@2759|Eukaryota,3ZCVT@5878|Ciliophora	5878|Ciliophora	O	Cathepsin propeptide inhibitor domain (I29)	-	-	3.4.22.15	ko:K01365	ko04140,ko04142,ko04145,ko04210,ko04612,ko05205,ko05323,ko05418,map04140,map04142,map04145,map04210,map04612,map05205,map05323,map05418	-	-	-	ko00000,ko00001,ko00537,ko01000,ko01002,ko03110	-	-	-	Peptidase_C1	Peptidase_C1
Pele_DN1020_c1_g1_i2	5911.EAS06068	1.33e-55	186.0	COG4870@1|root,KOG1543@2759|Eukaryota,3ZCVT@5878|Ciliophora	5878|Ciliophora	O	Cathepsin propeptide inhibitor domain (I29)	-	-	3.4.22.15	ko:K01365	ko04140,ko04142,ko04145,ko04210,ko04612,ko05205,ko05323,ko05418,map04140,map04142,map04145,map04210,map04612,map05205,map05323,map05418	-	-	-	ko00000,ko00001,ko00537,ko01000,ko01002,ko03110	-	-	-	Peptidase_C1	Peptidase_C1
